mid,category,acte,f,v,i,date,time
1,display,180.077,49.6,214.5,0.011,2014-04-06,08:43:47
1,display,180.277,49.59,214.2,0.011,2014-04-06,08:53:41
1,display,180.377,49.6,214.2,0.011,2014-04-06,09:03:36
1,display,180.577,49.6,213.9,0.011,2014-04-06,09:13:31
1,display,180.677,49.58,213.6,0.011,2014-04-06,09:23:27
1,display,180.877,49.59,215,0.011,2014-04-06,09:33:22
1,display,180.977,49.57,214.2,0.013,2014-04-06,09:43:17
1,display,181.177,49.58,213.9,0.013,2014-04-06,09:53:12
1,display,181.277,49.59,214.5,0.011,2014-04-06,10:03:08
1,display,181.477,49.58,215.3,0.009,2014-04-06,10:13:03
1,display,181.577,49.59,215,0.011,2014-04-06,10:22:58
1,display,181.777,49.59,214.8,0.011,2014-04-06,10:32:53
1,display,181.877,49.59,214.8,0.011,2014-04-06,10:42:48
1,display,182.077,49.59,214.8,0.011,2014-04-06,10:52:44
1,display,182.177,49.58,214.8,0.011,2014-04-06,11:02:39
1,display,182.377,49.59,214.5,0.011,2014-04-06,11:12:35
1,display,182.477,49.6,214.2,0.011,2014-04-06,11:22:30
1,display,182.677,49.6,214.5,0.011,2014-04-06,11:32:25
1,display,182.777,49.6,215,0.011,2014-04-06,11:42:20
1,display,182.977,49.6,214.5,0.013,2014-04-06,11:52:15
1,display,183.077,49.6,213.6,0.011,2014-04-06,12:02:10
1,display,183.277,49.6,213.9,0.015,2014-04-06,12:12:06
1,display,183.377,49.59,214.5,0.011,2014-04-06,12:22:02
1,display,183.577,49.59,214.2,0.013,2014-04-06,12:31:57
1,display,183.677,49.59,214.5,0.011,2014-04-06,12:41:52
1,display,183.877,49.59,213.6,0.011,2014-04-06,12:51:47
1,display,183.977,49.6,213.6,0.013,2014-04-06,13:01:43
1,display,184.177,49.59,213.9,0.011,2014-04-06,13:11:38
1,display,184.277,49.6,214.5,0.011,2014-04-06,13:21:34
1,display,184.477,49.6,214.5,0.013,2014-04-06,13:31:29
1,display,184.577,49.59,215,0.011,2014-04-06,13:41:25
1,display,184.777,49.59,214.5,0.009,2014-04-06,13:51:21
1,display,184.877,49.58,214.8,0.011,2014-04-06,14:01:17
1,display,185.077,49.6,214.5,0.011,2014-04-06,14:11:12
1,display,185.177,49.6,213.3,0.011,2014-04-06,14:21:08
1,display,185.377,49.59,214.2,0.009,2014-04-06,14:31:03
1,display,185.477,49.6,214.2,0.011,2014-04-06,14:40:58
1,display,185.677,49.59,214.8,0.011,2014-04-06,14:50:53
1,display,185.777,49.59,213.9,0.011,2014-04-06,15:00:48
1,display,185.977,49.6,215,0.011,2014-04-06,15:10:45
1,display,186.077,49.59,214.2,0.011,2014-04-06,15:20:40
1,display,186.277,49.59,214.5,0.011,2014-04-06,15:30:35
1,display,186.377,49.6,214.8,0.011,2014-04-06,15:40:30
1,display,186.577,49.59,214.8,0.011,2014-04-06,15:50:25
1,display,186.677,49.59,214.2,0.011,2014-04-06,16:00:21
1,display,186.777,49.6,215.6,0.011,2014-04-06,16:10:17
1,display,186.977,49.59,214.8,0.011,2014-04-06,16:20:12
1,display,187.077,49.59,214.5,0.011,2014-04-06,16:30:07
1,display,187.277,49.59,215.6,0.011,2014-04-06,16:40:02
1,display,187.377,49.59,214.8,0.011,2014-04-06,16:49:57
1,display,187.577,49.58,214.8,0.009,2014-04-06,16:59:53
1,display,187.677,49.59,215,0.011,2014-04-06,17:09:49
1,display,187.877,49.59,215,0.011,2014-04-06,17:19:44
1,display,187.977,49.59,214.8,0.013,2014-04-06,17:29:38
1,display,188.177,49.58,214.5,0.011,2014-04-06,17:39:34
1,display,188.277,49.59,214.8,0.011,2014-04-06,17:49:30
1,display,188.477,49.58,215.6,0.011,2014-04-06,17:59:25
1,display,188.577,49.59,215,0.013,2014-04-06,18:09:20
1,display,188.777,49.59,215,0.011,2014-04-06,18:19:15
1,display,188.877,49.58,215.3,0.011,2014-04-06,18:29:11
1,display,189.077,49.59,215.3,0.009,2014-04-06,18:39:06
1,display,189.177,49.59,215.6,0.011,2014-04-06,18:49:01
1,display,189.377,49.59,215.9,0.011,2014-04-06,18:58:57
1,display,189.477,49.57,215.9,0.009,2014-04-06,19:08:52
1,display,189.677,49.57,215.3,0.009,2014-04-06,19:18:48
1,display,189.777,49.58,215.6,0.011,2014-04-06,19:28:43
1,display,189.977,49.59,215.3,0.011,2014-04-06,19:38:38
1,display,190.077,49.59,214.8,0.013,2014-04-06,19:48:33
1,display,190.277,49.6,215.6,0.013,2014-04-06,19:58:28
1,display,190.377,49.59,215.9,0.011,2014-04-06,20:08:23
1,display,190.477,49.59,215.3,0.011,2014-04-06,20:18:18
1,display,190.677,49.59,216.2,0.011,2014-04-06,20:28:13
1,display,190.877,49.58,215.3,0.011,2014-04-06,20:38:09
1,display,190.977,49.6,215.9,0.013,2014-04-06,20:48:04
1,display,191.077,49.6,216.2,0.011,2014-04-06,20:58:00
1,display,191.277,49.59,215.9,0.011,2014-04-06,21:07:55
1,display,191.377,49.6,215.6,0.009,2014-04-06,21:17:51
1,display,191.577,49.59,216.2,0.011,2014-04-06,21:27:45
1,display,191.677,49.61,215.6,0.011,2014-04-06,21:37:40
1,display,191.877,49.6,215.3,0.011,2014-04-06,21:47:36
1,display,191.977,49.59,215.6,0.011,2014-04-06,21:57:31
1,display,192.177,49.59,215.6,0.011,2014-04-06,22:07:27
1,display,192.277,49.59,215.9,0.011,2014-04-06,22:17:22
1,display,192.477,49.59,215,0.011,2014-04-06,22:27:18
1,display,192.577,49.59,214.5,0.011,2014-04-06,22:37:13
1,display,192.777,49.6,213.6,0.009,2014-04-06,22:47:09
1,display,192.877,49.59,215,0.013,2014-04-06,22:57:04
1,display,193.077,49.6,213.9,0.011,2014-04-06,23:06:59
1,display,193.177,49.59,214.5,0.011,2014-04-06,23:16:55
1,display,193.377,49.59,214.5,0.011,2014-04-06,23:26:50
1,display,193.477,49.61,214.8,0.009,2014-04-06,23:36:45
1,display,193.677,49.6,214.2,0.011,2014-04-06,23:46:40
1,display,193.777,49.6,214.8,0.011,2014-04-06,23:56:36
1,display,193.977,49.6,214.5,0.011,2014-04-07,00:06:31
1,display,194.077,49.6,213.9,0.009,2014-04-07,00:16:26
1,display,194.277,49.59,214.5,0.013,2014-04-07,00:26:21
1,display,194.377,49.59,215,0.011,2014-04-07,00:36:15
1,display,194.577,49.58,215.3,0.013,2014-04-07,00:46:10
1,display,194.677,49.58,213.9,0.013,2014-04-07,00:56:04
1,display,194.877,49.59,215.3,0.011,2014-04-07,01:05:59
1,display,194.977,49.59,213.9,0.011,2014-04-07,01:15:54
1,display,195.177,49.58,213.9,0.013,2014-04-07,01:25:48
1,display,195.277,49.59,214.8,0.011,2014-04-07,01:35:43
1,display,195.477,49.58,213.9,0.013,2014-04-07,01:45:38
1,display,195.577,49.58,213.9,0.011,2014-04-07,01:55:32
1,display,195.777,49.59,214.8,0.011,2014-04-07,02:05:26
1,display,195.877,49.58,213.9,0.011,2014-04-07,02:15:21
1,display,196.077,49.58,214.8,0.011,2014-04-07,02:25:15
1,display,196.177,49.59,215,0.013,2014-04-07,02:35:11
1,display,196.277,49.57,213.9,0.011,2014-04-07,02:45:06
1,display,196.477,49.59,213.9,0.011,2014-04-07,02:55:01
1,display,196.577,49.6,214.5,0.013,2014-04-07,03:04:56
1,display,196.777,49.58,213.6,0.011,2014-04-07,03:14:51
1,display,196.877,49.58,213.6,0.011,2014-04-07,03:24:46
1,display,197.077,49.58,213.9,0.013,2014-04-07,03:34:42
1,display,197.177,49.58,214.2,0.011,2014-04-07,03:44:37
1,display,197.377,49.57,213.9,0.009,2014-04-07,03:54:33
1,display,197.477,49.6,214.2,0.011,2014-04-07,04:04:28
1,display,197.677,49.59,213.6,0.011,2014-04-07,04:14:23
1,display,197.777,49.59,214.2,0.011,2014-04-07,04:24:18
1,display,197.977,49.58,213.6,0.011,2014-04-07,04:34:13
1,display,198.077,49.59,213.9,0.013,2014-04-07,04:44:08
1,display,198.277,49.6,214.2,0.011,2014-04-07,04:54:03
1,display,198.377,49.59,214.2,0.011,2014-04-07,05:03:59
1,display,198.577,49.58,213.9,0.011,2014-04-07,05:13:54
1,display,198.677,49.58,214.2,0.009,2014-04-07,05:23:49
1,display,198.877,49.6,213.6,0.013,2014-04-07,05:33:44
1,display,198.977,49.58,213.9,0.011,2014-04-07,05:43:39
1,display,199.177,49.58,213.9,0.011,2014-04-07,05:53:34
1,display,199.277,49.58,213.9,0.011,2014-04-07,06:03:30
1,display,199.477,49.58,213.9,0.011,2014-04-07,06:13:25
1,display,199.577,49.59,214.5,0.011,2014-04-07,06:23:20
1,display,199.777,49.59,213.9,0.011,2014-04-07,06:33:15
1,display,199.877,49.6,213.9,0.011,2014-04-07,06:43:10
1,display,200.077,49.6,213.9,0.011,2014-04-07,06:53:04
1,display,200.177,49.59,213.9,0.011,2014-04-07,07:03:00
1,display,200.377,49.59,213.9,0.011,2014-04-07,07:12:55
1,display,200.477,49.59,215.3,0.013,2014-04-07,07:22:50
1,display,200.677,49.59,214.2,0.009,2014-04-07,07:32:45
1,display,200.777,49.6,213.9,0.011,2014-04-07,07:42:40
1,display,200.977,49.59,213.9,0.011,2014-04-07,07:52:34
1,display,201.077,49.59,213.9,0.011,2014-04-07,08:02:29
1,display,201.277,49.58,214.2,0.011,2014-04-07,08:12:24
1,display,201.377,49.58,214.2,0.011,2014-04-07,08:22:18
1,display,201.577,49.59,214.8,0.009,2014-04-07,08:32:13
1,display,201.677,49.59,214.5,0.011,2014-04-07,08:42:07
1,display,201.877,49.58,214.8,0.013,2014-04-07,08:52:01
1,display,201.977,49.6,214.8,0.013,2014-04-07,09:01:55
1,display,202.177,49.59,214.2,0.011,2014-04-07,09:11:49
1,display,202.277,49.59,213.9,0.011,2014-04-07,09:21:44
1,display,202.377,49.59,214.2,0.013,2014-04-07,09:31:38
1,display,202.577,49.58,212.2,0.011,2014-04-07,09:41:33
1,display,202.677,49.58,211.9,0.011,2014-04-07,09:51:27
1,display,202.877,49.59,213.9,0.009,2014-04-07,10:01:21
1,display,202.977,49.59,213.3,0.011,2014-04-07,10:11:15
1,display,203.177,49.59,213.6,0.011,2014-04-07,10:21:10
1,display,203.277,49.59,213.3,0.011,2014-04-07,10:31:04
1,display,203.477,49.6,214.2,0.011,2014-04-07,10:40:58
1,display,203.577,49.6,212.8,0.013,2014-04-07,10:50:52
1,display,203.777,49.58,213.1,0.011,2014-04-07,11:00:47
1,display,203.877,49.6,212.2,0.011,2014-04-07,11:10:41
1,display,204.077,49.59,212.2,0.009,2014-04-07,11:20:35
1,display,204.177,49.59,213.1,0.011,2014-04-07,11:30:29
1,display,204.277,49.58,212.2,0.013,2014-04-07,11:40:23
1,display,204.477,49.59,213.1,0.009,2014-04-07,11:50:17
1,display,204.577,49.59,213.6,0.011,2014-04-07,12:00:11
1,display,204.777,49.59,212.8,0.011,2014-04-07,12:10:05
1,display,204.877,49.59,212.2,0.009,2014-04-07,12:19:59
1,display,205.077,49.58,211.7,0.011,2014-04-07,12:29:52
1,display,205.177,49.59,212.5,0.011,2014-04-07,12:39:46
1,display,205.377,49.59,213.1,0.009,2014-04-07,12:49:40
1,display,205.477,49.58,212.8,0.011,2014-04-07,12:59:34
1,display,205.677,49.59,212.8,0.011,2014-04-07,13:09:28
1,display,205.777,49.59,213.6,0.009,2014-04-07,13:19:22
1,display,205.977,49.6,213.1,0.011,2014-04-07,13:29:16
1,display,206.077,49.58,213.3,0.011,2014-04-07,13:39:10
1,display,206.277,49.59,213.3,0.011,2014-04-07,13:49:03
1,display,206.377,49.59,212.8,0.011,2014-04-07,13:58:57
1,display,206.577,49.59,213.1,0.009,2014-04-07,14:08:51
1,display,206.677,49.59,212.8,0.009,2014-04-07,14:18:46
1,display,206.777,49.59,213.3,0.011,2014-04-07,14:28:40
1,display,206.977,49.59,212.5,0.011,2014-04-07,14:38:34
1,display,207.077,49.6,213.3,0.011,2014-04-07,14:48:28
1,display,207.277,49.59,212.2,0.013,2014-04-07,14:58:22
1,display,207.377,49.6,212.5,0.013,2014-04-07,15:08:16
1,display,207.577,49.59,211.9,0.011,2014-04-07,15:18:10
1,display,207.677,49.59,212.2,0.011,2014-04-07,15:28:04
1,display,207.877,49.59,211.9,0.009,2014-04-07,15:37:59
1,display,207.977,49.59,212.8,0.011,2014-04-07,15:47:53
1,display,208.077,49.57,212.8,0.011,2014-04-07,15:57:48
1,display,208.277,49.58,212.5,0.009,2014-04-07,16:07:42
1,display,208.377,49.59,212.8,0.011,2014-04-07,16:17:36
1,display,208.577,49.59,210.5,0.126,2014-04-07,16:27:30
1,display,212.477,49.59,210.8,0.119,2014-04-07,16:37:25
1,display,216.377,49.6,211.1,0.117,2014-04-07,16:47:20
1,display,220.077,49.58,210.8,0.119,2014-04-07,16:57:16
1,display,222.977,49.59,212.8,0.011,2014-04-07,17:07:11
1,display,223.077,49.59,211.9,0.011,2014-04-07,17:17:07
1,display,223.177,49.59,213.1,0.011,2014-04-07,17:27:02
1,display,223.377,49.59,213.3,0.011,2014-04-07,17:36:57
1,display,223.477,49.59,212.8,0.011,2014-04-07,17:46:52
1,display,223.677,49.58,213.1,0.011,2014-04-07,17:56:46
1,display,223.777,49.6,213.6,0.009,2014-04-07,18:06:41
1,display,223.977,49.6,212.8,0.011,2014-04-07,18:16:36
1,display,224.077,49.6,214.5,0.011,2014-04-07,18:26:30
1,display,224.277,49.59,213.9,0.013,2014-04-07,18:36:26
1,display,224.377,49.59,214.5,0.011,2014-04-07,18:46:20
1,display,224.577,49.58,215,0.011,2014-04-07,18:56:15
1,display,224.677,49.59,214.5,0.013,2014-04-07,19:06:09
1,display,224.877,49.59,214.8,0.013,2014-04-07,19:16:05
1,display,224.977,49.58,215,0.011,2014-04-07,19:25:59
1,display,225.177,49.6,213.6,0.009,2014-04-07,19:35:54
1,display,225.277,49.58,214.2,0.011,2014-04-07,19:45:48
1,display,225.477,49.58,214.2,0.011,2014-04-07,19:55:43
1,display,225.577,49.58,214.5,0.013,2014-04-07,20:05:38
1,display,225.777,49.59,215,0.011,2014-04-07,20:15:33
1,display,225.877,49.58,214.5,0.011,2014-04-07,20:25:28
1,display,226.077,49.59,213.9,0.011,2014-04-07,20:35:23
1,display,226.177,49.59,213.9,0.013,2014-04-07,20:45:18
1,display,226.377,49.59,214.2,0.011,2014-04-07,20:55:13
1,display,226.477,49.58,213.9,0.011,2014-04-07,21:05:07
1,display,226.677,49.59,214.2,0.011,2014-04-07,21:15:02
1,display,226.777,49.59,214.2,0.011,2014-04-07,21:24:57
1,display,226.977,49.59,214.8,0.011,2014-04-07,21:34:53
1,display,227.077,49.59,214.5,0.013,2014-04-07,21:44:48
1,display,227.277,49.58,214.5,0.011,2014-04-07,21:54:43
1,display,227.377,49.58,214.2,0.011,2014-04-07,22:04:38
1,display,227.577,49.59,213.6,0.011,2014-04-07,22:14:34
1,display,227.677,49.59,215,0.011,2014-04-07,22:24:29
1,display,227.877,49.58,214.5,0.011,2014-04-07,22:34:24
1,display,227.977,49.59,214.2,0.013,2014-04-07,22:44:20
1,display,228.077,49.59,214.2,0.009,2014-04-07,22:54:15
1,display,228.277,49.59,214.5,0.009,2014-04-07,23:04:10
1,display,228.377,49.59,214.2,0.011,2014-04-07,23:14:05
1,display,228.577,49.58,214.2,0.011,2014-04-07,23:24:00
1,display,228.777,49.6,214.5,0.011,2014-04-07,23:33:56
1,display,228.877,49.58,214.2,0.011,2014-04-07,23:43:51
1,display,228.977,49.58,214.2,0.013,2014-04-07,23:53:46
1,display,229.177,49.6,214.2,0.011,2014-04-08,00:03:41
1,display,229.377,49.59,214.2,0.009,2014-04-08,00:13:36
1,display,229.477,49.58,214.5,0.011,2014-04-08,00:23:32
1,display,229.577,49.57,214.5,0.011,2014-04-08,00:33:27
1,display,229.777,49.58,213.9,0.013,2014-04-08,00:43:22
1,display,229.877,49.58,214.2,0.011,2014-04-08,00:53:18
1,display,230.077,49.59,214.8,0.011,2014-04-08,01:03:13
1,display,230.177,49.58,214.2,0.013,2014-04-08,01:13:08
1,display,230.377,49.58,214.2,0.011,2014-04-08,01:23:03
1,display,230.477,49.6,215.3,0.013,2014-04-08,01:32:58
1,display,230.677,49.58,215,0.013,2014-04-08,01:42:53
1,display,230.777,49.59,213.6,0.011,2014-04-08,01:52:48
1,display,230.977,49.58,213.9,0.013,2014-04-08,02:02:43
1,display,231.077,49.59,215.3,0.011,2014-04-08,02:12:39
1,display,231.277,49.59,214.2,0.013,2014-04-08,02:22:34
1,display,231.377,49.59,214.8,0.011,2014-04-08,02:32:29
1,display,231.577,49.6,213.9,0.011,2014-04-08,02:42:25
1,display,231.677,49.6,214.8,0.013,2014-04-08,02:52:20
1,display,231.877,49.6,215,0.013,2014-04-08,03:02:15
1,display,231.977,49.59,215.3,0.011,2014-04-08,03:12:10
1,display,232.177,49.59,215.3,0.013,2014-04-08,03:22:05
1,display,232.277,49.6,214.5,0.011,2014-04-08,03:32:01
1,display,232.477,49.59,214.2,0.011,2014-04-08,03:41:56
1,display,232.577,49.59,213.9,0.013,2014-04-08,03:51:51
1,display,232.777,49.6,214.2,0.011,2014-04-08,04:01:46
1,display,232.877,49.6,213.9,0.011,2014-04-08,04:11:41
1,display,233.077,49.58,214.2,0.011,2014-04-08,04:21:36
1,display,233.177,49.6,214.8,0.013,2014-04-08,04:31:31
1,display,233.377,49.58,214.8,0.011,2014-04-08,04:41:26
1,display,233.477,49.59,214.8,0.011,2014-04-08,04:51:21
1,display,233.677,49.58,214.8,0.011,2014-04-08,05:01:16
1,display,233.777,49.59,213.9,0.011,2014-04-08,05:11:11
1,display,233.977,49.58,214.5,0.011,2014-04-08,05:21:07
1,display,234.077,49.59,214.8,0.011,2014-04-08,05:31:02
1,display,234.277,49.6,214.2,0.013,2014-04-08,05:40:57
1,display,234.377,49.58,214.8,0.013,2014-04-08,05:50:52
1,display,234.577,49.59,214.8,0.011,2014-04-08,06:00:47
1,display,234.677,49.59,214.5,0.011,2014-04-08,06:10:42
1,display,234.877,49.58,214.5,0.013,2014-04-08,06:20:38
1,display,234.977,49.58,214.5,0.011,2014-04-08,06:30:33
1,display,235.177,49.6,214.5,0.011,2014-04-08,06:40:28
1,display,235.277,49.58,213.9,0.011,2014-04-08,06:50:23
1,display,235.477,49.58,214.5,0.011,2014-04-08,07:00:18
1,display,235.577,49.59,214.2,0.011,2014-04-08,07:10:14
1,display,235.777,49.58,214.2,0.011,2014-04-08,07:20:09
1,display,235.877,49.6,213.9,0.013,2014-04-08,07:30:04
1,display,236.077,49.59,214.5,0.011,2014-04-08,07:39:59
1,display,236.177,49.58,214.5,0.011,2014-04-08,07:49:55
1,display,236.377,49.58,214.5,0.011,2014-04-08,07:59:50
1,display,236.477,49.59,213.9,0.013,2014-04-08,08:09:45
1,display,236.677,49.59,214.2,0.011,2014-04-08,08:19:40
1,display,236.777,49.58,213.9,0.013,2014-04-08,08:29:36
1,display,236.977,49.59,214.2,0.011,2014-04-08,08:39:32
1,display,237.077,49.59,214.2,0.011,2014-04-08,08:49:27
1,display,237.277,49.59,214.2,0.011,2014-04-08,08:59:22
1,display,237.377,49.58,214.2,0.013,2014-04-08,09:09:17
1,display,237.577,49.59,214.2,0.013,2014-04-08,09:19:13
1,display,237.677,49.58,214.2,0.011,2014-04-08,09:29:08
1,display,282.177,49.59,211.9,0.011,2014-04-09,12:19:45
1,display,282.277,49.59,212.2,0.013,2014-04-09,12:29:40
1,display,282.477,49.6,212.5,0.011,2014-04-09,12:39:34
1,display,282.577,49.57,212.8,0.013,2014-04-09,12:49:29
1,display,282.777,49.6,211.9,0.011,2014-04-09,12:59:23
1,display,282.877,49.58,212.5,0.011,2014-04-09,13:09:18
1,display,283.077,49.58,212.5,0.011,2014-04-09,13:19:12
1,display,283.177,49.6,212.5,0.009,2014-04-09,13:29:07
1,display,283.377,49.6,213.1,0.011,2014-04-09,13:39:01
1,display,283.477,49.6,213.6,0.011,2014-04-09,13:48:56
1,display,283.677,49.59,213.6,0.011,2014-04-09,13:58:51
1,display,283.777,49.6,213.6,0.011,2014-04-09,14:08:45
1,display,283.977,49.6,212.8,0.011,2014-04-09,14:18:40
1,display,284.077,49.6,212.5,0.011,2014-04-09,14:28:35
1,display,284.277,49.58,212.5,0.011,2014-04-09,14:38:29
1,display,284.377,49.59,212.5,0.009,2014-04-09,14:48:24
1,display,284.577,49.58,211.1,0.011,2014-04-09,14:58:18
1,display,284.677,49.6,211.7,0.011,2014-04-09,15:08:14
1,display,284.777,49.59,212.5,0.011,2014-04-09,15:18:08
1,display,284.977,49.6,211.4,0.011,2014-04-09,15:28:03
1,display,285.077,49.58,211.9,0.009,2014-04-09,15:37:57
1,display,285.277,49.59,212.5,0.011,2014-04-09,15:47:53
1,display,285.377,49.59,211.9,0.011,2014-04-09,15:57:48
1,display,285.577,49.59,211.9,0.011,2014-04-09,16:07:43
1,display,285.677,49.6,211.9,0.011,2014-04-09,16:17:38
1,display,285.877,49.6,212.5,0.011,2014-04-09,16:27:34
1,display,285.977,49.6,211.9,0.011,2014-04-09,16:37:29
1,display,286.177,49.59,212.2,0.009,2014-04-09,16:47:24
1,display,286.277,49.59,212.5,0.009,2014-04-09,16:57:20
1,display,286.477,49.61,215.6,0.02,2014-04-09,17:07:14
1,display,286.577,49.58,212.5,0.011,2014-04-09,17:17:09
1,display,286.777,49.58,213.1,0.009,2014-04-09,17:27:03
1,display,286.877,49.59,213.3,0.011,2014-04-09,17:36:58
1,display,287.077,49.59,213.6,0.011,2014-04-09,17:46:53
1,display,287.177,49.59,213.1,0.013,2014-04-09,17:56:48
1,display,287.377,49.6,212.2,0.011,2014-04-09,18:06:42
1,display,287.477,49.59,213.1,0.011,2014-04-09,18:16:37
1,display,287.677,49.57,213.1,0.011,2014-04-09,18:26:32
1,display,287.777,49.59,213.6,0.011,2014-04-09,18:36:26
1,display,287.977,49.59,214.2,0.011,2014-04-09,18:46:21
1,display,288.077,49.6,212.8,0.011,2014-04-09,18:56:16
1,display,288.277,49.57,213.6,0.011,2014-04-09,19:06:10
1,display,288.377,49.6,213.6,0.011,2014-04-09,19:16:05
1,display,288.577,49.58,214.2,0.013,2014-04-09,19:26:00
1,display,288.677,49.58,214.2,0.011,2014-04-09,19:35:55
1,display,288.877,49.59,214.2,0.011,2014-04-09,19:45:49
1,display,288.977,49.58,213.3,0.013,2014-04-09,19:55:44
1,display,289.177,49.58,213.9,0.009,2014-04-09,20:05:38
1,display,289.277,49.6,213.1,0.013,2014-04-09,20:15:33
1,display,289.477,49.57,213.9,0.013,2014-04-09,20:25:27
1,display,289.577,49.59,213.1,0.011,2014-04-09,20:35:21
1,display,289.777,49.6,213.3,0.011,2014-04-09,20:45:15
1,display,289.877,49.59,213.6,0.011,2014-04-09,20:55:10
1,display,290.077,49.6,213.1,0.011,2014-04-09,21:05:05
1,display,290.177,49.58,213.3,0.011,2014-04-09,21:14:59
1,display,290.377,49.58,213.1,0.009,2014-04-09,21:24:54
1,display,290.477,49.59,213.6,0.011,2014-04-09,21:34:49
1,display,290.677,49.58,214.2,0.009,2014-04-09,21:44:43
1,display,290.777,49.58,213.9,0.013,2014-04-09,21:54:38
1,display,290.977,49.59,213.6,0.011,2014-04-09,22:04:32
1,display,291.077,49.59,214.2,0.011,2014-04-09,22:14:27
1,display,291.277,49.59,213.9,0.009,2014-04-09,22:24:21
1,display,291.377,49.6,213.3,0.011,2014-04-09,22:34:16
1,display,291.577,49.59,213.3,0.011,2014-04-09,22:44:11
1,display,291.677,49.59,213.6,0.011,2014-04-09,22:54:05
1,display,291.877,49.59,213.3,0.011,2014-04-09,23:04:00
1,display,291.977,49.58,213.3,0.011,2014-04-09,23:13:55
1,display,292.177,49.58,213.6,0.011,2014-04-09,23:23:49
1,display,292.277,49.59,213.6,0.011,2014-04-09,23:33:44
1,display,292.477,49.59,213.6,0.009,2014-04-09,23:43:38
1,display,292.577,49.58,213.1,0.011,2014-04-09,23:53:33
1,display,292.777,49.59,213.3,0.011,2014-04-10,00:03:28
1,display,292.877,49.6,213.3,0.011,2014-04-10,00:13:22
1,display,293.077,49.59,213.1,0.011,2014-04-10,00:23:17
1,display,293.177,49.59,214.5,0.013,2014-04-10,00:33:11
1,display,293.377,49.6,214.2,0.011,2014-04-10,00:43:06
1,display,293.577,49.58,214.5,0.011,2014-04-10,00:53:00
1,display,293.677,49.59,214.2,0.011,2014-04-10,01:02:55
1,display,293.777,49.6,213.3,0.011,2014-04-10,01:12:50
1,display,293.977,49.59,213.9,0.011,2014-04-10,01:22:44
1,display,294.177,49.6,214.2,0.011,2014-04-10,01:32:39
1,display,294.277,49.6,214.5,0.011,2014-04-10,01:42:34
1,display,294.477,49.58,213.6,0.011,2014-04-10,01:52:29
1,display,294.577,49.58,213.6,0.011,2014-04-10,02:02:23
1,display,294.777,49.59,214.5,0.011,2014-04-10,02:12:18
1,display,294.877,49.58,214.2,0.011,2014-04-10,02:22:12
1,display,295.077,49.6,213.6,0.013,2014-04-10,02:32:07
1,display,295.177,49.6,213.9,0.011,2014-04-10,02:42:01
1,display,295.377,49.6,214.5,0.013,2014-04-10,02:51:56
1,display,295.477,49.59,213.6,0.011,2014-04-10,03:01:51
1,display,295.677,49.59,213.6,0.011,2014-04-10,03:11:45
1,display,295.777,49.58,213.9,0.011,2014-04-10,03:21:40
1,display,295.977,49.6,213.3,0.013,2014-04-10,03:31:35
1,display,296.077,49.6,214.2,0.011,2014-04-10,03:41:29
1,display,296.277,49.6,214.2,0.013,2014-04-10,03:51:24
1,display,296.377,49.6,214.8,0.011,2014-04-10,04:01:19
1,display,296.577,49.6,213.9,0.011,2014-04-10,04:11:13
1,display,296.677,49.6,214.8,0.011,2014-04-10,04:21:08
1,display,296.877,49.59,213.6,0.011,2014-04-10,04:31:02
1,display,296.977,49.59,213.3,0.011,2014-04-10,04:40:57
1,display,297.177,49.6,213.6,0.013,2014-04-10,04:50:51
1,display,297.277,49.58,214.8,0.013,2014-04-10,05:00:46
1,display,297.477,49.6,213.9,0.013,2014-04-10,05:10:40
1,display,297.577,49.6,214.2,0.011,2014-04-10,05:20:36
1,display,297.777,49.6,213.6,0.011,2014-04-10,05:30:30
1,display,297.977,49.58,213.6,0.011,2014-04-10,05:40:25
1,display,298.077,49.58,213.9,0.011,2014-04-10,05:50:19
1,display,298.277,49.58,213.9,0.011,2014-04-10,06:00:14
1,display,298.377,49.58,213.3,0.013,2014-04-10,06:10:09
1,display,298.577,49.58,214.5,0.013,2014-04-10,06:20:03
1,display,298.677,49.59,214.8,0.011,2014-04-10,06:29:58
1,display,298.877,49.59,214.2,0.011,2014-04-10,06:39:53
1,display,298.977,49.59,213.1,0.011,2014-04-10,06:49:47
1,display,299.177,49.57,213.3,0.011,2014-04-10,06:59:41
1,display,299.277,49.59,213.9,0.013,2014-04-10,07:09:36
1,display,299.477,49.59,213.9,0.011,2014-04-10,07:19:31
1,display,299.577,49.58,214.2,0.009,2014-04-10,07:29:25
1,display,299.777,49.6,213.1,0.011,2014-04-10,07:39:20
1,display,299.877,49.58,213.3,0.011,2014-04-10,07:49:15
1,display,300.077,49.59,214.2,0.011,2014-04-10,07:59:09
1,display,300.177,49.58,213.3,0.011,2014-04-10,08:09:04
1,display,300.377,49.6,213.9,0.011,2014-04-10,08:18:58
1,display,300.477,49.58,213.1,0.011,2014-04-10,08:28:53
1,display,300.677,49.58,214.2,0.011,2014-04-10,08:38:47
1,display,300.777,49.6,214.8,0.011,2014-04-10,08:48:42
1,display,300.977,49.59,214.5,0.013,2014-04-10,08:58:36
1,display,301.077,49.6,213.3,0.011,2014-04-10,09:08:30
1,display,301.277,49.59,213.3,0.013,2014-04-10,09:18:26
